es_hombre,es_adulto_mayor,tiene_pareja,tiene_dependientes,meses_contrato,tiene_telefono,tiene_varias_lineas,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,tiene_tv,tiene_peliculas,tipo_contrato,factura_online,metodo_pago,cargo_mensual,cargo_total,id_cliente,abandono,cuentas_diarias
1,0,0,0,68,1,1,Fiber optic,1,1,1,1,1,1,Anual_1,1,Tarjeta,117.2,8035.95,4282-MSACW,0,3.91
0,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,74.75,706.6,4282-YMKNA,1,2.49
1,1,0,0,19,1,1,Fiber optic,0,0,1,0,0,0,Mensual,1,Cheque_electrónico,79.85,1471.75,4283-FUTGF,1,2.66
1,0,0,0,9,1,0,DSL,1,0,0,1,0,1,Mensual,0,Cheque,64.95,547.8,4283-IVYCI,0,2.16
0,0,1,0,7,1,0,Fiber optic,0,0,1,0,1,0,Mensual,1,Cheque_electrónico,86.25,587.1,4285-GYRQC,1,2.88
1,0,1,0,40,1,1,Fiber optic,0,1,0,0,1,1,Mensual,1,Cheque_electrónico,101.3,4113.1,4289-DTDKW,1,3.38
1,0,1,0,3,1,1,Fiber optic,0,0,0,1,0,0,Mensual,1,Transferencia,79.65,251.75,4290-BSXUX,1,2.66
1,0,0,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.85,19.85,4291-HPAXL,0,0.66
0,1,1,1,28,0,0,DSL,0,1,0,0,0,1,Anual_1,1,Cheque_electrónico,39.1,1096.6,4291-HYEBC,0,1.3
1,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,69.55,521.35,4291-SHSBH,0,2.32
1,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Anual_2,1,Transferencia,82.3,5980.55,4291-TPNFG,0,2.74
0,0,0,1,7,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,20.05,96.8,4291-YZODP,0,0.67
0,0,1,1,65,1,1,DSL,0,1,0,1,1,1,Anual_2,1,Transferencia,79.4,5071.9,4293-ETKAP,0,2.65
0,1,1,1,56,1,0,DSL,1,0,0,1,1,1,Anual_2,1,Tarjeta,72.6,4084.35,4295-YURET,0,2.42
1,0,1,0,15,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Cheque_electrónico,103.45,1539.8,4298-OYIFC,0,3.45
0,0,0,0,56,1,0,No,0,0,0,0,0,0,Anual_2,1,Transferencia,19.55,1080.55,4299-OPXEJ,0,0.65
1,0,0,0,9,1,1,Fiber optic,1,0,0,0,0,0,Mensual,1,Cheque_electrónico,81.15,784.45,4299-SIMNS,0,2.7
1,0,1,0,16,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,75.4,1189.4,4301-VVZKA,0,2.51
1,0,1,1,69,1,0,No,0,0,0,0,0,0,Anual_1,1,Tarjeta,20.55,1403.1,4302-ZYFEL,0,0.68
0,0,1,0,68,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,0,Transferencia,114.9,7843.55,4304-TSPVK,0,3.83
1,1,1,1,50,1,1,DSL,1,1,1,0,0,1,Anual_2,1,Transferencia,75.15,3822.45,4304-XUMGI,0,2.51
1,0,1,0,53,1,1,Fiber optic,1,0,1,0,0,1,Mensual,0,Cheque_electrónico,93.9,5029.2,4307-KTUMW,1,3.13
1,0,0,0,10,0,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque_electrónico,35.75,389.8,4307-KWMXE,0,1.19
0,0,0,1,26,0,0,DSL,0,0,1,0,0,0,Mensual,1,Cheque,29.8,786.5,4310-KEDTB,0,0.99
0,0,0,0,16,1,0,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,19.35,295.55,4311-QTTAI,0,0.64
0,0,1,0,70,0,0,DSL,1,0,1,1,0,1,Anual_2,1,Transferencia,49.85,3370.2,4312-GVYNH,0,1.66
1,0,1,0,72,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,25.4,1710.9,4312-KFRXN,0,0.85
0,0,0,0,12,1,0,Fiber optic,1,0,0,1,1,1,Mensual,1,Transferencia,98.9,1120.95,4315-MURBD,1,3.3
1,0,0,1,17,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque,50.3,846.8,4316-XCSLJ,0,1.68
1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,1,Cheque_electrónico,50.75,50.75,4317-VTEOA,1,1.69
0,0,0,0,10,1,0,No,0,0,0,0,0,0,Anual_1,1,Cheque,19.8,198.25,4318-RAJVY,0,0.66
1,0,0,0,7,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque,54.85,370.4,4320-QMLLA,0,1.83
1,0,1,1,68,1,1,DSL,0,1,1,1,0,1,Anual_1,1,Transferencia,75.8,5293.95,4322-RCYMT,1,2.53
1,0,1,1,13,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,20.0,218.55,4323-ELYYB,0,0.67
0,1,1,0,70,1,1,Fiber optic,0,1,0,1,1,1,Anual_1,1,Transferencia,105.55,7195.35,4323-OHFOW,0,3.52
1,0,1,1,7,0,0,DSL,1,0,0,1,0,0,Mensual,1,Cheque_electrónico,34.5,279.25,4323-SADQS,1,1.15
0,0,0,0,5,1,0,DSL,1,0,1,0,0,0,Mensual,0,Tarjeta,55.8,300.4,4324-AHJKS,0,1.86
0,0,1,1,10,1,0,DSL,0,1,1,0,0,0,Mensual,1,Cheque,55.55,551.3,4324-BZCKL,0,1.85
1,1,0,0,19,1,1,Fiber optic,1,0,0,0,1,0,Mensual,1,Cheque_electrónico,90.6,1660.0,4325-NFSKC,1,3.02
0,0,0,0,39,1,0,DSL,0,0,0,1,0,1,Anual_1,0,Cheque_electrónico,59.3,2209.15,4328-VUFWD,0,1.98
1,0,0,0,20,1,0,Fiber optic,1,1,1,1,1,1,Mensual,1,Transferencia,108.2,2203.7,4329-YPDDQ,0,3.61
1,1,1,1,20,1,0,Fiber optic,1,0,1,1,0,1,Anual_1,0,Tarjeta,94.3,1818.3,4332-MUOEZ,0,3.14
1,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Anual_2,1,Tarjeta,64.95,4546.0,4334-HOWRP,0,2.16
0,0,0,0,62,1,1,No,0,0,0,0,0,0,Anual_2,1,Tarjeta,25.8,1563.95,4335-BSMJS,0,0.86
0,0,0,1,24,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.75,498.1,4335-UPJSI,0,0.66
1,0,1,0,21,1,0,DSL,0,0,0,0,1,0,Mensual,0,Transferencia,54.6,1125.2,4338-EYCER,0,1.82
0,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,70.65,142.35,4342-HENTK,1,2.36
0,0,1,1,48,1,0,DSL,1,0,1,1,1,0,Anual_1,0,Transferencia,69.7,3023.65,4342-HFXWS,0,2.32
1,0,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Mensual,0,Cheque,74.35,533.6,4343-EJVQB,0,2.48
1,0,0,0,1,1,1,DSL,0,0,1,0,0,0,Mensual,0,Cheque_electrónico,54.35,54.35,4349-GFQHK,1,1.81
0,0,1,0,53,1,1,Fiber optic,0,1,1,1,1,1,Anual_1,1,Transferencia,108.95,5718.2,4350-ZTLPI,0,3.63
0,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Mensual,1,Tarjeta,55.0,55.0,4351-QLCSU,1,1.83
0,0,1,1,27,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque,49.85,1336.15,4353-HYOJD,0,1.66
0,0,1,1,56,1,0,Fiber optic,0,0,0,0,1,1,Anual_1,0,Transferencia,88.9,4968.0,4355-CVPVS,0,2.96
1,0,1,1,67,1,1,DSL,1,0,1,0,1,1,Anual_2,1,Cheque_electrónico,79.7,5293.4,4355-HBJHH,1,2.66
0,0,0,0,17,1,0,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,20.05,337.9,4359-INNWN,0,0.67
1,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Transferencia,75.6,1395.05,4360-PNRQB,0,2.52
1,1,0,0,37,0,0,DSL,0,1,1,0,0,0,Mensual,0,Cheque_electrónico,36.65,1315.0,4360-QRAVE,0,1.22
0,0,0,0,41,1,1,Fiber optic,1,1,1,1,1,1,Mensual,1,Transferencia,114.5,4527.45,4361-BKAXE,1,3.82
1,0,0,0,48,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,20.15,982.95,4361-FEBGN,0,0.67
1,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,44.4,44.4,4361-JEIVL,1,1.48
1,0,1,0,8,1,0,No,0,0,0,0,0,0,Mensual,1,Transferencia,19.55,161.15,4365-MSDYN,0,0.65
0,0,0,0,50,1,0,Fiber optic,0,1,0,1,1,1,Anual_2,1,Cheque,100.2,5038.45,4366-CTOUZ,0,3.34
0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,24.9,24.9,4367-NHWMM,0,0.83
1,0,1,1,0,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,25.75,0.0,4367-NUYAO,0,0.86
1,1,0,0,6,1,0,Fiber optic,1,0,0,0,1,0,Mensual,1,Transferencia,85.15,503.6,4369-HTUIF,1,2.84
1,0,0,0,56,1,0,DSL,0,1,0,1,1,1,Anual_1,1,Transferencia,75.75,4284.65,4369-NYSCF,0,2.52
0,0,1,1,14,1,1,Fiber optic,0,1,0,0,0,1,Mensual,1,Transferencia,90.9,1259.0,4373-MAVJG,1,3.03
1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,44.75,44.75,4373-VVHQL,0,1.49
1,0,0,0,34,1,1,Fiber optic,1,1,1,1,1,1,Anual_1,0,Tarjeta,116.25,3899.05,4374-YMUSQ,0,3.88
1,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,1,Tarjeta,114.05,8468.2,4376-KFVRS,0,3.8
1,0,1,1,32,1,0,Fiber optic,1,1,0,0,0,1,Anual_1,1,Cheque_electrónico,90.8,3023.85,4377-VDHYI,0,3.03
1,0,0,0,17,1,0,No,0,0,0,0,0,0,Anual_1,1,Cheque,20.5,365.8,4378-BZYFP,0,0.68
1,0,1,1,68,1,0,Fiber optic,1,1,1,0,1,1,Anual_2,1,Transferencia,105.25,7173.15,4378-MYPGO,0,3.51
0,0,0,0,47,1,1,DSL,1,0,1,1,0,0,Anual_2,1,Cheque,65.0,2879.9,4381-MHQDC,0,2.17
0,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Mensual,1,Cheque_electrónico,94.45,1511.2,4385-GZQXV,1,3.15
1,0,1,1,44,1,0,DSL,0,1,0,1,0,0,Mensual,1,Transferencia,54.9,2549.1,4385-ZKVNW,0,1.83
0,0,1,0,72,1,1,Fiber optic,1,0,1,0,1,1,Anual_2,1,Cheque_electrónico,105.5,7544.0,4389-UEFCZ,0,3.52
1,0,1,0,3,1,0,No,0,0,0,0,0,0,Mensual,1,Tarjeta,20.55,51.15,4390-KYULV,1,0.68
1,0,0,0,22,1,0,Fiber optic,0,1,1,1,0,1,Mensual,1,Transferencia,94.95,2142.8,4391-LNRXK,0,3.16
1,0,0,0,23,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Cheque,104.05,2470.1,4391-RESHN,1,3.47
1,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,0,Tarjeta,114.75,7842.3,4393-GEADV,0,3.82
0,0,0,0,3,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,20.25,71.2,4393-OBCRR,0,0.68
1,0,0,0,44,1,0,Fiber optic,1,1,1,0,1,1,Anual_1,1,Cheque_electrónico,106.05,4510.8,4393-RYCRE,0,3.53
1,1,0,0,5,1,0,Fiber optic,0,1,0,0,0,1,Mensual,1,Cheque_electrónico,85.55,408.5,4395-PZMSN,0,2.85
1,0,0,0,4,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,19.85,63.0,4396-KLSEH,0,0.66
0,0,0,0,4,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,20.15,84.5,4397-FRLTA,0,0.67
0,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Mensual,1,Cheque_electrónico,63.6,155.65,4398-HSCJH,1,2.12
1,0,0,0,54,1,0,Fiber optic,1,0,1,0,1,0,Mensual,0,Cheque,89.8,4667.0,4402-FTBXC,0,2.99
1,0,0,0,14,1,1,No,0,0,0,0,0,0,Anual_1,1,Tarjeta,24.8,321.7,4403-BWPAY,0,0.83
0,0,0,0,25,1,0,DSL,1,1,1,1,1,0,Anual_1,0,Cheque,74.3,1863.8,4404-HIBDJ,1,2.48
0,1,0,0,27,1,1,Fiber optic,0,0,1,0,0,0,Mensual,1,Cheque_electrónico,78.05,2135.5,4412-YLTKF,1,2.6
0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,74.5,74.5,4415-IJZTP,1,2.48
0,1,1,0,12,1,0,DSL,1,0,1,1,1,1,Anual_1,1,Cheque_electrónico,79.2,943.85,4415-WNGVR,0,2.64
1,0,1,1,13,1,0,DSL,0,1,1,1,0,0,Mensual,0,Transferencia,61.8,750.1,4418-LZMSV,0,2.06
1,0,1,1,69,1,1,Fiber optic,0,0,0,1,1,1,Anual_2,1,Cheque_electrónico,99.35,6856.45,4419-UJMUS,0,3.31
0,0,0,1,35,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,50.15,1655.35,4422-QVIJA,0,1.67
1,0,1,1,64,1,1,Fiber optic,0,0,1,0,0,1,Anual_1,0,Tarjeta,90.25,5629.15,4423-JWZJN,0,3.01
0,0,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,Mensual,1,Transferencia,104.4,2200.25,4423-YLHDV,1,3.48
1,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,93.85,196.75,4424-TKOPW,1,3.13
0,0,0,0,20,1,0,No,0,0,0,0,0,0,Anual_1,1,Tarjeta,19.35,433.75,4425-OWHWB,0,0.64
1,0,0,0,26,1,0,DSL,0,0,0,1,0,0,Mensual,0,Transferencia,49.15,1237.3,4429-WYGFR,0,1.64
1,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Mensual,1,Cheque,36.85,108.7,4430-UZIPO,1,1.23
0,0,0,1,4,1,1,No,0,0,0,0,0,0,Mensual,1,Cheque,25.45,84.2,4430-YHXGG,0,0.85
0,0,1,1,7,1,0,DSL,1,1,1,1,1,0,Mensual,1,Cheque_electrónico,75.7,554.05,4431-EDMIQ,0,2.52
1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,44.65,74.9,4432-ADRLB,1,1.49
1,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Cheque_electrónico,101.0,4680.05,4433-JCGCG,1,3.37
0,0,1,1,5,1,0,Fiber optic,0,0,0,1,1,0,Mensual,1,Cheque_electrónico,85.75,470.95,4439-JMPMT,1,2.86
0,0,0,0,10,0,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque_electrónico,36.25,374.0,4439-YRNVD,0,1.21
0,1,0,0,13,1,0,Fiber optic,0,0,1,0,0,0,Mensual,1,Cheque_electrónico,74.3,940.35,4441-NIHPT,1,2.48
0,0,1,0,71,1,1,No,0,0,0,0,0,0,Anual_2,0,Transferencia,24.75,1836.9,4443-EMBNA,0,0.82
0,0,0,0,42,1,1,DSL,1,1,0,0,0,0,Anual_1,1,Transferencia,60.15,2421.6,4445-KWOKW,0,2.0
1,0,0,0,9,1,1,Fiber optic,0,1,0,0,1,1,Mensual,1,Tarjeta,99.3,918.75,4445-ZJNMU,0,3.31
1,0,1,0,61,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,105.55,6281.45,4446-BZKHU,1,3.52
1,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Tarjeta,71.3,157.75,4450-DLLMH,0,2.38
1,0,1,1,60,1,1,Fiber optic,0,0,0,0,0,0,Mensual,0,Transferencia,74.35,4453.3,4450-MDZFX,0,2.48
0,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Mensual,1,Tarjeta,50.65,1905.4,4450-YOOHP,0,1.69
1,0,1,1,15,1,0,No,0,0,0,0,0,0,Anual_1,1,Cheque,19.5,239.75,4451-RWASJ,0,0.65
1,0,0,0,7,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,43.9,278.4,4452-QIIEB,0,1.46
0,0,0,0,15,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.6,331.6,4452-ROHMO,0,0.65
0,0,1,0,61,1,1,Fiber optic,0,0,0,1,1,1,Anual_1,0,Transferencia,101.15,6383.9,4455-BFSPD,0,3.37
0,0,1,1,19,1,0,DSL,0,0,1,0,0,0,Mensual,1,Transferencia,49.6,962.9,4456-RHSNB,0,1.65
1,0,0,0,59,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,25.0,1510.5,4458-KVRBJ,0,0.83
1,0,0,1,30,0,0,DSL,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,44.5,1307.8,4459-BBGHE,0,1.48
1,1,1,0,62,1,1,Fiber optic,0,1,0,0,0,1,Mensual,1,Transferencia,89.8,5629.55,4462-CYWMH,0,2.99
1,0,1,1,2,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,19.85,35.9,4464-JCOLN,1,0.66
0,0,0,0,18,1,0,Fiber optic,0,1,1,0,0,0,Mensual,0,Cheque_electrónico,77.8,1358.6,4465-VDKIQ,0,2.59
0,1,1,0,20,1,0,DSL,0,1,0,0,0,1,Mensual,1,Cheque_electrónico,60.0,1259.35,4468-KAZHE,0,2.0
1,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Mensual,1,Transferencia,48.65,235.2,4468-YDOVK,0,1.62
0,0,1,0,42,1,1,Fiber optic,0,0,1,1,0,0,Mensual,1,Cheque_electrónico,84.3,3588.4,4471-KXAUH,1,2.81
0,0,1,1,0,0,0,DSL,1,0,1,1,1,0,Anual_2,1,Transferencia,52.55,0.0,4472-LVYGI,0,1.75
0,0,1,1,52,1,1,Fiber optic,1,1,1,0,0,1,Mensual,0,Transferencia,98.15,4993.4,4472-VESGY,0,3.27
1,0,1,1,45,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque_electrónico,19.2,903.7,4475-NVTLU,0,0.64
1,1,1,0,69,1,1,Fiber optic,1,0,1,1,1,1,Anual_1,1,Cheque,110.55,7610.1,4476-OSWTN,0,3.68
0,0,0,0,36,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Transferencia,104.8,3886.45,4480-MBMLB,0,3.49
0,1,0,0,8,1,0,Fiber optic,0,0,1,0,0,0,Mensual,1,Transferencia,74.05,600.15,4480-QQRHC,0,2.47
0,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,69.7,135.2,4482-EWFMI,0,2.32
1,0,0,0,5,1,0,DSL,0,0,1,1,0,0,Mensual,0,Cheque_electrónico,56.15,291.45,4482-FTFFX,0,1.87
0,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque_electrónico,55.3,196.15,4484-CGXFK,1,1.84
0,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,105.05,5624.85,4484-GLZOU,1,3.5
1,0,0,0,13,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,20.4,251.65,4486-EFAEB,0,0.68
0,0,1,1,38,1,0,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,19.6,763.1,4487-ZYJZK,0,0.65
0,0,0,0,61,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Cheque_electrónico,103.95,6423.0,4488-KQFDT,0,3.47
1,0,0,0,16,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia,20.25,327.45,4488-PSYCG,1,0.68
0,0,1,1,35,1,1,DSL,1,0,1,1,1,0,Mensual,0,Cheque_electrónico,72.25,2568.55,4489-SNOJF,1,2.41
0,0,0,1,18,1,1,DSL,1,0,0,0,0,0,Mensual,0,Cheque,57.65,992.7,4495-LHSSK,0,1.92
1,0,1,1,23,1,1,DSL,0,1,0,1,0,0,Anual_2,0,Cheque,59.7,1414.2,4500-HKANN,0,1.99
0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Transferencia,69.7,69.7,4501-EQDRN,1,2.32
0,1,0,0,46,1,1,DSL,0,0,1,1,0,1,Anual_1,1,Tarjeta,69.1,3255.35,4501-UYKBC,0,2.3
1,0,0,0,26,0,0,DSL,0,0,1,1,0,0,Mensual,0,Cheque_electrónico,35.75,1022.5,4501-VCPFK,0,1.19
1,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Mensual,0,Cheque_electrónico,74.95,815.5,4503-BDXBD,1,2.5
0,0,1,1,35,1,1,DSL,1,1,0,0,0,0,Mensual,1,Tarjeta,59.45,2136.9,4504-YOULA,0,1.98
0,1,0,0,6,1,0,Fiber optic,0,0,1,0,0,0,Mensual,0,Cheque_electrónico,74.4,434.1,4505-EXZHB,1,2.48
1,0,1,0,31,1,0,DSL,1,1,1,1,0,1,Anual_1,1,Tarjeta,75.5,2424.45,4508-OEBEY,0,2.52
1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,69.8,69.8,4510-HIMLV,1,2.33
0,1,0,0,38,1,0,DSL,1,1,0,0,0,0,Mensual,1,Tarjeta,57.15,2250.65,4510-PYUSH,1,1.9
0,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Transferencia,70.0,153.05,4512-ZUIYL,1,2.33
0,1,1,0,71,1,1,Fiber optic,1,0,0,0,0,0,Anual_2,1,Tarjeta,80.7,5676.0,4513-CXYIX,0,2.69
0,1,0,0,16,1,1,Fiber optic,0,0,0,0,1,0,Mensual,1,Cheque_electrónico,84.75,1350.15,4514-GFCFI,1,2.82
1,0,1,1,42,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,20.25,854.9,4518-FZBSX,0,0.68
1,0,0,0,56,1,1,No,0,0,0,0,0,0,Anual_2,1,Transferencia,25.95,1444.05,4521-WFJAI,0,0.86
0,0,1,0,18,1,1,Fiber optic,0,0,0,1,1,0,Mensual,1,Cheque_electrónico,88.85,1594.75,4521-YEEHE,0,2.96
0,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Mensual,1,Cheque_electrónico,54.8,731.3,4522-AKYLR,0,1.83
1,0,1,0,42,1,1,DSL,1,0,0,1,1,1,Anual_1,0,Tarjeta,80.45,3375.9,4522-XRWWI,0,2.68
0,0,1,0,59,1,1,Fiber optic,0,1,0,0,1,1,Mensual,0,Cheque_electrónico,101.1,6039.9,4523-WXCEF,1,3.37
1,0,0,0,26,0,0,DSL,1,1,0,0,0,1,Mensual,1,Transferencia,44.65,1156.55,4524-QCSSM,0,1.49
1,0,0,1,54,1,0,Fiber optic,1,1,0,1,1,1,Anual_1,1,Cheque_electrónico,105.85,5826.65,4525-VZCZG,0,3.53
1,0,0,0,40,1,1,No,0,0,0,0,0,0,Anual_2,1,Cheque,24.6,973.95,4526-EXKKN,0,0.82
1,0,1,1,8,1,1,DSL,1,1,0,1,0,1,Anual_2,1,Tarjeta,76.15,645.8,4526-RMTLL,0,2.54
0,1,1,0,25,1,0,Fiber optic,0,1,1,0,0,1,Mensual,0,Transferencia,88.4,2191.15,4526-ZJJTM,0,2.95
0,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Cheque_electrónico,80.2,146.05,4529-CKBCL,1,2.67
0,0,1,1,42,1,0,No,0,0,0,0,0,0,Anual_1,1,Cheque_electrónico,19.05,761.85,4530-NDRKU,0,0.64
0,0,1,1,51,1,1,Fiber optic,1,0,0,1,1,0,Anual_1,1,Cheque,95.15,5000.05,4531-AUZNK,0,3.17
0,0,1,1,58,1,1,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,25.15,1509.9,4534-WGCIR,0,0.84
1,0,1,0,12,1,0,Fiber optic,0,1,0,0,0,1,Mensual,1,Tarjeta,85.05,999.8,4536-PLEQY,0,2.84
0,0,1,1,9,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,20.25,172.35,4537-CIBHB,0,0.68
0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,45.55,84.4,4537-DKTAL,0,1.52
0,0,1,1,46,1,1,No,0,0,0,0,0,0,Anual_1,0,Cheque,24.95,1165.9,4538-WNTMJ,0,0.83
1,0,0,0,7,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,19.25,112.3,4541-RMRLG,1,0.64
1,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Anual_1,1,Cheque,43.45,345.5,4544-RXFMG,0,1.45
0,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Tarjeta,74.75,1129.35,4546-FOKWR,0,2.49
1,0,1,1,55,1,0,DSL,1,0,0,0,0,1,Anual_1,0,Tarjeta,59.45,3157.0,4547-FZJWE,0,1.98
0,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Transferencia,80.05,830.7,4547-KQRTM,1,2.67
0,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,72.65,1194.3,4547-LYTDD,1,2.42
0,0,0,0,5,1,1,Fiber optic,0,0,0,0,1,0,Mensual,1,Cheque_electrónico,85.2,474.8,4548-SDBKE,1,2.84
0,0,0,0,52,1,0,DSL,1,0,1,1,0,0,Anual_1,0,Tarjeta,57.95,3042.25,4549-ZDQYY,0,1.93
0,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,69.65,69.65,4550-EVXNY,1,2.32
1,1,1,0,70,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,102.95,7101.5,4550-VBOFE,1,3.43
0,0,1,0,62,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Cheque_electrónico,101.35,6164.7,4553-DVPZG,0,3.38
1,1,1,0,49,1,1,Fiber optic,0,1,0,0,0,1,Mensual,0,Tarjeta,90.05,4547.25,4554-YGZIH,1,3.0
1,0,0,0,4,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.75,78.3,4558-CGYCZ,0,0.66
0,0,1,1,17,1,0,Fiber optic,1,0,0,1,1,0,Mensual,0,Cheque_electrónico,91.85,1574.45,4558-FANTW,1,3.06
1,0,1,0,14,1,1,Fiber optic,0,1,1,0,0,0,Mensual,1,Cheque_electrónico,82.65,1185.0,4559-UWIHT,0,2.76
0,0,0,0,59,1,1,DSL,1,0,0,1,0,1,Anual_1,0,Transferencia,68.7,4070.95,4560-WQAQW,0,2.29
0,0,0,0,47,1,0,DSL,1,1,0,1,0,0,Anual_1,1,Cheque,58.9,2813.05,4565-EVZMJ,0,1.96
0,0,1,0,71,1,1,No,0,0,0,0,0,0,Anual_2,1,Transferencia,24.65,1710.15,4565-NLZBV,0,0.82
1,0,1,1,47,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Transferencia,107.35,5118.95,4566-GOLUK,1,3.58
1,0,0,0,5,1,1,Fiber optic,0,1,1,0,0,1,Mensual,0,Cheque_electrónico,96.55,500.1,4566-NECEV,0,3.22
0,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,44.05,483.7,4566-QVRRW,1,1.47
